gender,age,marriage,religion,income
남자,53,이혼,있슴,191
남자,53,이혼,없슴,138
남자,53,이혼,없슴,144
남자,53,이혼,있슴,104
남자,53,이혼,있슴,136
남자,53,이혼,있슴,154
남자,53,이혼,있슴,188
남자,53,이혼,있슴,167
남자,53,이혼,없슴,172
남자,53,이혼,있슴,102
남자,53,이혼,있슴,169
남자,53,이혼,있슴,142
남자,53,이혼,있슴,177
남자,53,이혼,있슴,108
남자,53,결혼,없슴,100
남자,53,결혼,없슴,135
남자,53,결혼,있슴,132
남자,53,결혼,없슴,194
남자,53,결혼,없슴,135
남자,53,결혼,있슴,117
남자,53,결혼,있슴,171
남자,53,결혼,있슴,189
남자,53,결혼,없슴,124
남자,53,결혼,없슴,185
남자,53,결혼,없슴,148
남자,53,결혼,없슴,119
남자,53,결혼,없슴,146
남자,53,결혼,있슴,156
남자,53,결혼,있슴,184
남자,53,결혼,없슴,143
남자,53,결혼,있슴,137
남자,53,결혼,없슴,174
남자,53,결혼,있슴,145
남자,53,이혼,없슴,197
남자,53,이혼,없슴,128
남자,53,이혼,없슴,115
남자,53,이혼,있슴,142
남자,53,이혼,없슴,124
남자,53,이혼,있슴,194
남자,53,이혼,없슴,140
남자,53,이혼,있슴,147
남자,53,이혼,있슴,136
남자,53,이혼,없슴,198
남자,53,이혼,있슴,106
남자,53,이혼,없슴,138
남자,53,이혼,있슴,148
남자,53,이혼,없슴,157
남자,53,이혼,없슴,179
남자,53,이혼,있슴,187
남자,53,이혼,없슴,149
남자,53,이혼,없슴,184
남자,53,이혼,있슴,122
남자,53,이혼,없슴,106
남자,53,이혼,없슴,154
남자,53,이혼,없슴,155
남자,53,이혼,없슴,167
남자,53,이혼,없슴,131
남자,53,이혼,있슴,144
남자,53,이혼,없슴,116
남자,53,이혼,있슴,116
남자,53,이혼,없슴,128
남자,53,이혼,없슴,118
남자,53,이혼,없슴,183
남자,53,이혼,있슴,119
남자,53,이혼,없슴,134
남자,53,이혼,있슴,158
남자,53,이혼,있슴,144
남자,53,이혼,없슴,106
남자,53,이혼,없슴,170
남자,53,이혼,없슴,117
남자,53,이혼,없슴,192
남자,53,이혼,있슴,168
남자,53,이혼,있슴,180
남자,53,이혼,없슴,161
남자,53,이혼,없슴,163
남자,53,이혼,없슴,176
남자,53,이혼,있슴,184
남자,53,이혼,있슴,123
남자,53,이혼,없슴,152
남자,53,이혼,없슴,136
남자,53,이혼,있슴,185
남자,53,이혼,없슴,142
남자,53,이혼,없슴,147
남자,53,이혼,있슴,114
남자,53,이혼,없슴,141
남자,53,이혼,있슴,142
남자,53,이혼,없슴,190
남자,53,이혼,있슴,170
남자,53,이혼,있슴,194
남자,53,이혼,없슴,107
남자,53,이혼,있슴,135
남자,53,이혼,있슴,131
남자,53,결혼,있슴,128
남자,53,결혼,있슴,144
남자,53,결혼,없슴,105
남자,53,결혼,있슴,172
남자,53,결혼,없슴,106
남자,53,결혼,있슴,128
남자,53,결혼,있슴,117
남자,53,결혼,없슴,180
남자,53,결혼,있슴,142
남자,53,결혼,있슴,151
남자,53,결혼,있슴,130
남자,53,결혼,있슴,108
남자,53,결혼,있슴,172
남자,53,결혼,있슴,135
남자,53,결혼,없슴,164
남자,53,결혼,있슴,155
남자,53,결혼,없슴,188
남자,53,결혼,있슴,185
남자,53,결혼,없슴,140
남자,53,결혼,없슴,179
남자,53,결혼,있슴,110
남자,53,결혼,없슴,142
남자,53,결혼,없슴,175
남자,53,결혼,없슴,111
남자,53,결혼,없슴,177
남자,53,결혼,없슴,185
남자,53,결혼,없슴,109
남자,53,결혼,없슴,187
남자,53,결혼,없슴,168
남자,53,결혼,없슴,179
남자,53,결혼,없슴,103
남자,53,결혼,있슴,105
남자,53,결혼,없슴,194
남자,53,결혼,없슴,117
남자,53,결혼,없슴,169
남자,53,결혼,있슴,177
남자,53,결혼,없슴,169
남자,53,결혼,없슴,143
남자,53,결혼,없슴,167
남자,53,미혼,없슴,147
남자,53,미혼,있슴,133
남자,53,미혼,있슴,195
남자,53,미혼,없슴,149
남자,53,미혼,있슴,181
남자,53,미혼,없슴,147
남자,53,미혼,없슴,102
남자,53,미혼,없슴,123
남자,53,미혼,없슴,159
남자,53,미혼,없슴,149
남자,53,미혼,있슴,198
남자,53,미혼,없슴,171
남자,53,미혼,있슴,157
남자,53,미혼,있슴,137
남자,53,미혼,있슴,110
남자,53,미혼,있슴,112
남자,53,미혼,있슴,177
남자,53,미혼,있슴,189
남자,53,미혼,없슴,186
남자,53,미혼,없슴,167
남자,53,미혼,없슴,115
남자,53,미혼,없슴,191
남자,53,미혼,없슴,102
남자,53,미혼,있슴,117
남자,53,미혼,없슴,165
남자,53,미혼,없슴,187
남자,53,미혼,있슴,126
남자,53,미혼,없슴,165
남자,53,미혼,없슴,183
남자,53,미혼,없슴,135
남자,53,미혼,있슴,195
남자,53,미혼,없슴,194
남자,53,미혼,있슴,189
남자,53,미혼,없슴,137
남자,53,미혼,없슴,141
남자,53,미혼,없슴,115
남자,53,미혼,있슴,110
남자,53,미혼,없슴,180
남자,53,미혼,있슴,102
남자,53,미혼,없슴,181
남자,53,미혼,없슴,194
남자,53,미혼,없슴,184
남자,53,미혼,없슴,134
남자,53,미혼,있슴,181
남자,53,미혼,있슴,112
남자,53,미혼,있슴,123
남자,53,미혼,있슴,126
남자,53,미혼,없슴,147
남자,53,미혼,없슴,131
남자,53,미혼,없슴,167
남자,53,미혼,있슴,162
남자,53,미혼,있슴,159
남자,53,미혼,있슴,176
남자,53,미혼,없슴,101
남자,53,미혼,없슴,150
남자,53,미혼,있슴,102
남자,53,미혼,없슴,192
남자,53,미혼,없슴,108
남자,53,미혼,없슴,177
남자,53,미혼,있슴,187
남자,53,미혼,있슴,118
남자,53,미혼,없슴,109
남자,53,미혼,없슴,147
남자,53,미혼,없슴,153
남자,53,미혼,없슴,111
남자,53,미혼,없슴,186
남자,53,미혼,있슴,107
남자,53,미혼,있슴,106
남자,49,미혼,없슴,120
남자,49,미혼,없슴,149
남자,49,미혼,있슴,177
남자,49,미혼,없슴,131
남자,49,미혼,있슴,120
남자,49,미혼,없슴,105
남자,49,미혼,없슴,154
남자,49,미혼,없슴,192
남자,49,미혼,있슴,163
남자,49,미혼,없슴,113
남자,49,미혼,없슴,156
남자,49,미혼,없슴,187
남자,49,미혼,있슴,125
남자,49,미혼,있슴,150
남자,49,미혼,없슴,128
남자,49,미혼,없슴,119
남자,49,미혼,없슴,107
남자,49,미혼,있슴,112
남자,49,미혼,없슴,152
남자,49,미혼,없슴,155
남자,49,미혼,없슴,124
남자,49,미혼,없슴,175
남자,49,미혼,있슴,139
남자,49,미혼,없슴,185
남자,49,미혼,있슴,117
남자,49,미혼,없슴,104
남자,49,미혼,없슴,144
남자,49,미혼,있슴,129
남자,49,미혼,없슴,122
남자,49,미혼,없슴,187
남자,49,미혼,있슴,196
남자,49,미혼,있슴,107
남자,49,미혼,있슴,100
남자,49,미혼,없슴,144
남자,49,미혼,없슴,181
남자,49,미혼,없슴,140
남자,49,미혼,없슴,182
남자,49,미혼,있슴,172
남자,49,미혼,없슴,105
남자,49,미혼,있슴,115
남자,49,미혼,없슴,190
남자,49,미혼,없슴,167
남자,49,미혼,있슴,106
남자,49,미혼,있슴,160
남자,49,미혼,없슴,150
남자,49,미혼,있슴,180
남자,49,미혼,있슴,103
남자,49,미혼,있슴,182
남자,49,미혼,없슴,127
남자,49,미혼,없슴,199
남자,49,미혼,있슴,123
남자,49,미혼,없슴,137
남자,49,미혼,있슴,164
남자,49,미혼,없슴,136
남자,49,미혼,있슴,167
남자,49,미혼,있슴,187
남자,49,미혼,있슴,152
남자,49,미혼,있슴,151
남자,49,미혼,없슴,186
남자,49,미혼,없슴,167
남자,49,미혼,있슴,118
남자,49,이혼,있슴,152
남자,49,이혼,없슴,170
남자,49,이혼,없슴,186
남자,49,이혼,없슴,111
남자,49,이혼,있슴,187
남자,49,이혼,없슴,140
남자,49,이혼,없슴,128
남자,49,이혼,있슴,173
남자,49,이혼,있슴,107
남자,49,이혼,있슴,127
남자,49,이혼,없슴,186
남자,49,이혼,있슴,134
남자,49,이혼,있슴,163
남자,49,이혼,없슴,135
남자,49,이혼,있슴,145
남자,49,이혼,없슴,196
남자,49,이혼,없슴,133
남자,49,결혼,있슴,178
남자,49,결혼,있슴,185
남자,49,결혼,없슴,169
남자,49,결혼,없슴,182
남자,49,결혼,있슴,130
남자,49,결혼,있슴,162
남자,49,결혼,없슴,171
남자,49,결혼,있슴,131
남자,49,결혼,없슴,191
남자,49,결혼,없슴,166
남자,49,결혼,있슴,187
남자,49,결혼,없슴,147
남자,49,결혼,있슴,124
남자,49,결혼,있슴,130
남자,49,결혼,없슴,183
남자,49,결혼,없슴,177
남자,49,결혼,있슴,121
남자,49,결혼,있슴,107
남자,49,결혼,있슴,169
남자,49,결혼,없슴,127
남자,49,결혼,없슴,111
남자,49,결혼,없슴,183
남자,49,결혼,없슴,135
남자,49,결혼,없슴,104
남자,49,결혼,없슴,110
남자,49,결혼,없슴,100
남자,49,결혼,있슴,197
남자,49,결혼,있슴,182
남자,49,이혼,있슴,184
남자,49,이혼,있슴,151
남자,49,이혼,있슴,155
남자,49,이혼,없슴,192
남자,49,이혼,없슴,136
남자,49,이혼,없슴,145
남자,49,이혼,없슴,159
남자,49,이혼,없슴,141
남자,49,이혼,있슴,144
남자,49,이혼,없슴,187
남자,49,이혼,없슴,186
남자,49,이혼,없슴,127
남자,49,이혼,없슴,107
남자,49,이혼,있슴,130
남자,49,이혼,없슴,125
남자,49,이혼,있슴,101
남자,49,이혼,있슴,139
남자,49,이혼,없슴,194
남자,49,이혼,없슴,163
남자,49,이혼,없슴,137
남자,49,이혼,없슴,131
남자,49,이혼,없슴,169
남자,49,이혼,있슴,197
남자,49,이혼,없슴,100
남자,49,이혼,있슴,125
남자,49,이혼,없슴,122
남자,49,이혼,있슴,132
남자,49,이혼,없슴,149
남자,49,이혼,있슴,124
남자,49,이혼,없슴,103
남자,49,이혼,없슴,191
남자,49,이혼,있슴,117
남자,49,이혼,없슴,197
남자,49,이혼,없슴,143
남자,49,이혼,있슴,129
남자,49,이혼,없슴,181
남자,49,이혼,있슴,118
남자,49,결혼,있슴,150
남자,49,결혼,있슴,178
남자,49,결혼,없슴,157
남자,49,결혼,없슴,120
남자,49,결혼,있슴,134
남자,49,결혼,없슴,190
남자,49,결혼,있슴,153
남자,49,결혼,있슴,144
남자,49,결혼,있슴,166
남자,49,결혼,있슴,166
남자,49,결혼,있슴,107
남자,49,결혼,없슴,179
남자,49,결혼,없슴,159
남자,49,결혼,없슴,166
남자,49,결혼,있슴,182
남자,49,결혼,있슴,126
남자,49,결혼,없슴,101
남자,49,결혼,없슴,120
남자,49,결혼,있슴,177
남자,49,결혼,없슴,170
남자,49,결혼,없슴,141
남자,49,결혼,없슴,140
남자,49,결혼,없슴,122
남자,49,결혼,없슴,133
남자,49,결혼,있슴,137
남자,49,결혼,없슴,131
남자,49,결혼,있슴,141
남자,49,결혼,있슴,126
남자,49,결혼,있슴,146
남자,49,결혼,있슴,106
남자,49,결혼,있슴,128
남자,49,미혼,없슴,130
남자,49,미혼,없슴,166
남자,49,미혼,있슴,196
남자,49,미혼,없슴,158
남자,49,미혼,없슴,125
남자,49,미혼,있슴,129
남자,49,미혼,없슴,191
남자,49,미혼,없슴,102
남자,49,미혼,있슴,122
남자,49,미혼,있슴,128
남자,49,미혼,있슴,102
남자,49,미혼,없슴,186
남자,49,미혼,없슴,148
남자,49,미혼,있슴,164
남자,49,미혼,있슴,106
남자,49,미혼,있슴,114
남자,49,미혼,있슴,151
남자,49,미혼,없슴,135
남자,49,미혼,있슴,186
남자,49,미혼,없슴,175
남자,49,미혼,있슴,188
남자,49,미혼,있슴,133
남자,49,미혼,없슴,196
남자,49,미혼,있슴,190
남자,49,미혼,있슴,165
남자,49,미혼,없슴,126
남자,49,미혼,없슴,123
남자,49,미혼,없슴,120
남자,49,미혼,없슴,116
남자,49,미혼,있슴,176
남자,49,미혼,있슴,165
남자,49,미혼,있슴,177
남자,49,미혼,없슴,176
남자,49,미혼,없슴,163
남자,49,미혼,있슴,147
남자,49,미혼,있슴,195
남자,49,미혼,없슴,137
남자,49,미혼,있슴,139
남자,49,미혼,있슴,150
남자,49,미혼,없슴,197
남자,49,미혼,없슴,136
남자,49,미혼,없슴,126
남자,49,미혼,없슴,105
남자,49,미혼,있슴,172
남자,49,미혼,있슴,188
남자,49,미혼,있슴,189
남자,49,미혼,없슴,104
남자,49,미혼,있슴,159
남자,49,미혼,있슴,169
남자,49,미혼,없슴,196
남자,49,미혼,없슴,145
남자,49,미혼,없슴,108
남자,49,미혼,있슴,153
남자,49,미혼,없슴,132
남자,49,미혼,없슴,153
남자,49,미혼,없슴,140
남자,49,미혼,없슴,124
남자,49,미혼,없슴,176
남자,49,미혼,있슴,139
남자,49,미혼,있슴,150
남자,49,미혼,없슴,156
남자,49,미혼,있슴,147
남자,49,미혼,없슴,127
남자,49,미혼,없슴,128
남자,49,미혼,없슴,138
남자,49,미혼,없슴,149
남자,49,미혼,없슴,125
남자,49,미혼,있슴,150
남자,49,미혼,없슴,130
남자,49,미혼,없슴,127
남자,49,미혼,있슴,169
남자,49,미혼,있슴,144
남자,49,미혼,있슴,192
남자,49,미혼,없슴,159
남자,49,미혼,없슴,171
남자,49,미혼,없슴,102
남자,49,미혼,없슴,151
남자,49,미혼,없슴,131
남자,49,미혼,있슴,170
남자,49,미혼,없슴,180
남자,49,미혼,있슴,164
남자,49,미혼,없슴,196
남자,49,미혼,없슴,165
남자,49,미혼,있슴,151
남자,49,미혼,있슴,183
남자,49,미혼,없슴,107
남자,49,미혼,없슴,125
남자,49,미혼,없슴,112
남자,49,미혼,없슴,195
남자,49,미혼,있슴,172
남자,49,미혼,있슴,100
남자,49,미혼,없슴,199
남자,49,미혼,있슴,110
남자,49,미혼,없슴,144
남자,49,미혼,있슴,191
남자,49,미혼,있슴,199
남자,49,미혼,있슴,194
남자,49,미혼,없슴,122
남자,49,미혼,없슴,106
남자,49,미혼,없슴,154
남자,49,미혼,없슴,139
남자,49,미혼,없슴,151
남자,49,미혼,있슴,136
남자,49,미혼,있슴,199
남자,49,미혼,없슴,188
남자,49,미혼,없슴,166
남자,49,미혼,없슴,185
남자,49,미혼,없슴,177
남자,49,미혼,있슴,127
남자,49,미혼,있슴,197
남자,49,미혼,없슴,108
남자,49,미혼,있슴,161
남자,49,미혼,있슴,126
남자,49,미혼,없슴,148
남자,49,미혼,있슴,102
남자,49,미혼,없슴,119
남자,49,미혼,없슴,108
남자,49,미혼,없슴,164
남자,49,미혼,없슴,133
남자,49,미혼,없슴,125
남자,49,미혼,없슴,119
남자,49,미혼,없슴,130
남자,49,이혼,있슴,181
남자,49,이혼,없슴,167
남자,49,이혼,있슴,136
남자,49,이혼,없슴,102
남자,49,결혼,있슴,157
남자,49,결혼,없슴,130
남자,49,결혼,없슴,171
남자,49,결혼,있슴,196
남자,49,결혼,있슴,184
남자,49,결혼,없슴,131
남자,49,결혼,있슴,130
남자,49,결혼,있슴,105
남자,49,결혼,없슴,153
남자,49,결혼,없슴,136
남자,49,결혼,있슴,111
남자,55,결혼,있슴,129
남자,55,결혼,있슴,134
남자,55,결혼,없슴,160
남자,55,결혼,없슴,197
남자,55,결혼,있슴,157
남자,55,결혼,없슴,174
남자,55,결혼,있슴,182
남자,55,결혼,있슴,157
남자,55,결혼,없슴,168
남자,55,결혼,없슴,187
남자,55,결혼,있슴,196
남자,55,결혼,있슴,134
남자,55,결혼,없슴,185
남자,55,결혼,있슴,186
남자,55,결혼,없슴,168
남자,55,결혼,없슴,113
남자,55,이혼,없슴,134
남자,55,이혼,있슴,148
남자,55,이혼,없슴,110
남자,55,이혼,있슴,146
남자,55,이혼,없슴,178
남자,55,이혼,있슴,172
남자,55,이혼,없슴,158
남자,55,이혼,없슴,145
남자,55,이혼,없슴,183
남자,55,이혼,있슴,173
남자,55,이혼,있슴,153
남자,55,이혼,없슴,180
남자,55,이혼,없슴,119
남자,55,이혼,있슴,117
남자,55,이혼,있슴,146
남자,55,이혼,있슴,195
남자,55,이혼,있슴,101
남자,55,이혼,있슴,187
남자,55,이혼,있슴,151
남자,55,이혼,없슴,153
남자,55,이혼,있슴,163
남자,55,이혼,있슴,147
남자,55,이혼,없슴,192
남자,55,이혼,없슴,121
남자,55,이혼,없슴,104
남자,55,이혼,없슴,144
남자,55,이혼,없슴,123
남자,55,이혼,없슴,131
남자,55,이혼,없슴,115
남자,55,이혼,없슴,175
남자,55,이혼,있슴,153
남자,55,이혼,없슴,161
남자,55,이혼,없슴,198
남자,55,이혼,있슴,158
남자,55,이혼,없슴,163
남자,55,이혼,있슴,179
남자,55,이혼,없슴,193
남자,55,이혼,없슴,185
남자,55,이혼,있슴,193
남자,55,이혼,있슴,108
남자,55,이혼,없슴,123
남자,55,이혼,없슴,159
남자,55,이혼,없슴,147
남자,55,이혼,있슴,172
남자,55,결혼,있슴,198
남자,55,결혼,없슴,109
남자,55,결혼,없슴,122
남자,55,결혼,있슴,127
남자,55,결혼,있슴,180
남자,55,결혼,없슴,106
남자,55,결혼,없슴,142
남자,55,결혼,없슴,181
남자,55,결혼,없슴,176
남자,55,결혼,없슴,186
남자,55,결혼,있슴,134
남자,55,결혼,없슴,184
남자,55,결혼,없슴,164
남자,55,결혼,없슴,194
남자,55,결혼,없슴,172
남자,55,결혼,있슴,124
남자,55,미혼,있슴,176
남자,55,미혼,있슴,123
남자,55,미혼,있슴,105
남자,55,미혼,없슴,191
남자,55,미혼,있슴,126
남자,55,미혼,있슴,122
남자,55,미혼,있슴,103
남자,55,미혼,없슴,144
남자,55,미혼,없슴,157
남자,55,미혼,있슴,198
남자,55,미혼,없슴,167
남자,55,미혼,있슴,184
남자,55,미혼,없슴,135
남자,55,미혼,없슴,155
남자,55,미혼,없슴,188
남자,55,미혼,있슴,145
남자,55,미혼,있슴,140
남자,55,미혼,없슴,123
남자,55,미혼,없슴,162
남자,55,미혼,있슴,108
남자,55,미혼,없슴,124
남자,55,미혼,없슴,125
남자,55,미혼,없슴,116
남자,55,미혼,있슴,184
남자,55,미혼,없슴,106
남자,55,미혼,없슴,117
남자,55,미혼,없슴,198
남자,55,미혼,있슴,141
남자,55,미혼,있슴,106
남자,55,미혼,있슴,159
남자,55,미혼,없슴,124
남자,55,미혼,있슴,188
남자,55,미혼,없슴,142
남자,55,미혼,없슴,114
남자,55,미혼,없슴,148
남자,55,미혼,있슴,137
남자,55,미혼,없슴,192
남자,55,미혼,있슴,174
남자,55,미혼,없슴,188
남자,55,미혼,없슴,188
남자,55,미혼,없슴,135
남자,55,미혼,있슴,185
남자,55,미혼,없슴,143
남자,55,미혼,없슴,147
남자,55,미혼,있슴,199
남자,55,미혼,있슴,141
남자,55,미혼,있슴,104
남자,55,미혼,있슴,140
남자,55,미혼,없슴,173
남자,55,미혼,없슴,198
남자,55,미혼,있슴,139
남자,55,미혼,없슴,139
남자,55,미혼,없슴,194
남자,55,미혼,있슴,182
남자,55,미혼,없슴,105
남자,55,미혼,있슴,188
남자,55,미혼,없슴,171
남자,55,미혼,없슴,198
남자,55,미혼,없슴,198
남자,55,미혼,없슴,143
남자,55,미혼,있슴,176
남자,55,미혼,없슴,180
남자,55,미혼,있슴,174
남자,55,미혼,있슴,120
남자,55,미혼,있슴,153
남자,55,미혼,없슴,102
남자,55,미혼,없슴,143
남자,55,미혼,없슴,129
남자,55,미혼,있슴,187
남자,55,미혼,없슴,148
남자,55,미혼,있슴,139
남자,55,미혼,있슴,167
남자,55,미혼,없슴,198
남자,55,미혼,있슴,163
남자,55,미혼,있슴,139
남자,55,미혼,있슴,164
남자,55,미혼,없슴,155
남자,55,미혼,있슴,107
남자,55,미혼,없슴,160
남자,55,미혼,없슴,106
남자,55,미혼,없슴,198
남자,55,미혼,있슴,109
남자,55,미혼,없슴,164
남자,55,미혼,있슴,142
남자,55,미혼,없슴,168
남자,55,미혼,없슴,112
남자,55,미혼,있슴,143
남자,55,미혼,없슴,157
남자,55,미혼,있슴,116
남자,55,미혼,없슴,170
남자,55,미혼,없슴,122
남자,55,미혼,없슴,155
남자,55,미혼,없슴,104
남자,55,미혼,없슴,191
남자,55,미혼,있슴,155
남자,55,미혼,없슴,153
남자,55,미혼,없슴,151
남자,55,미혼,있슴,194
남자,55,미혼,없슴,100
남자,55,미혼,없슴,101
남자,55,미혼,없슴,145
남자,55,미혼,있슴,110
남자,55,미혼,있슴,175
남자,55,미혼,없슴,192
남자,55,미혼,없슴,198
남자,55,미혼,없슴,195
남자,55,미혼,있슴,160
남자,55,미혼,있슴,185
남자,55,미혼,있슴,123
남자,55,미혼,있슴,112
남자,55,미혼,없슴,199
남자,55,미혼,있슴,140
남자,55,미혼,없슴,179
남자,55,미혼,있슴,120
남자,55,미혼,있슴,119
남자,55,미혼,있슴,198
남자,55,미혼,없슴,125
남자,55,미혼,있슴,141
남자,55,미혼,있슴,169
남자,55,미혼,없슴,117
남자,55,미혼,있슴,163
남자,55,미혼,없슴,157
남자,55,미혼,없슴,187
남자,55,미혼,있슴,116
남자,55,미혼,없슴,190
남자,55,미혼,없슴,136
남자,55,미혼,없슴,191
남자,55,미혼,있슴,158
남자,55,미혼,있슴,154
남자,55,미혼,없슴,193
남자,55,미혼,없슴,184
남자,55,미혼,없슴,116
남자,55,미혼,있슴,186
남자,55,미혼,없슴,163
남자,55,미혼,있슴,150
남자,55,미혼,있슴,156
남자,55,미혼,없슴,103
남자,55,미혼,없슴,186
남자,55,미혼,없슴,140
남자,55,미혼,없슴,147
남자,55,이혼,있슴,136
남자,55,이혼,없슴,106
남자,55,이혼,없슴,179
남자,55,이혼,있슴,152
남자,55,이혼,없슴,149
남자,55,이혼,있슴,186
남자,55,이혼,있슴,146
남자,55,이혼,있슴,157
남자,55,이혼,없슴,107
남자,55,이혼,있슴,161
남자,55,이혼,없슴,152
남자,55,이혼,없슴,124
남자,55,이혼,없슴,113
남자,55,이혼,있슴,179
남자,55,이혼,없슴,184
남자,55,이혼,있슴,118
남자,55,이혼,없슴,117
남자,55,이혼,없슴,168
남자,55,이혼,없슴,134
남자,55,이혼,있슴,114
남자,55,이혼,있슴,169
남자,55,이혼,없슴,107
남자,55,결혼,없슴,169
남자,55,결혼,있슴,102
남자,55,결혼,없슴,157
남자,55,결혼,없슴,180
남자,55,결혼,없슴,135
남자,55,결혼,없슴,145
남자,55,결혼,없슴,147
남자,55,결혼,있슴,106
남자,55,결혼,없슴,110
남자,55,결혼,있슴,168
남자,55,결혼,있슴,144
남자,55,결혼,없슴,110
남자,55,결혼,있슴,154
남자,55,결혼,있슴,146
남자,55,결혼,있슴,146
남자,55,결혼,없슴,143
남자,55,결혼,없슴,175
남자,55,이혼,없슴,103
남자,55,이혼,있슴,170
남자,55,이혼,있슴,167
남자,55,이혼,있슴,183
남자,55,이혼,있슴,193
남자,55,이혼,있슴,122
남자,55,이혼,있슴,181
남자,55,이혼,없슴,174
남자,55,이혼,없슴,158
남자,55,이혼,있슴,158
남자,55,이혼,없슴,109
남자,55,이혼,없슴,108
남자,55,이혼,없슴,111
남자,55,이혼,있슴,150
남자,55,이혼,있슴,170
남자,55,이혼,있슴,188
남자,55,이혼,없슴,188
남자,55,이혼,없슴,121
남자,55,이혼,없슴,174
남자,55,이혼,있슴,112
남자,55,이혼,없슴,191
남자,55,이혼,없슴,124
남자,55,이혼,있슴,120
남자,55,이혼,없슴,131
남자,55,이혼,있슴,120
남자,55,이혼,있슴,153
남자,55,이혼,없슴,178
남자,55,이혼,있슴,185
남자,55,이혼,있슴,137
남자,55,이혼,있슴,180
남자,55,이혼,있슴,132
남자,55,이혼,있슴,168
남자,55,이혼,없슴,119
남자,55,이혼,있슴,168
남자,55,이혼,없슴,180
남자,55,이혼,없슴,144
남자,55,이혼,없슴,164
남자,55,이혼,있슴,139
남자,55,이혼,없슴,120
남자,55,이혼,없슴,151
남자,55,이혼,없슴,106
남자,55,이혼,없슴,156
남자,55,이혼,있슴,103
남자,55,이혼,있슴,172
남자,55,이혼,있슴,111
남자,55,결혼,있슴,186
남자,55,결혼,없슴,143
남자,55,결혼,있슴,125
남자,55,결혼,있슴,142
남자,55,결혼,없슴,143
남자,55,결혼,있슴,114
남자,55,결혼,없슴,124
남자,55,결혼,있슴,143
남자,55,결혼,없슴,165
남자,55,결혼,없슴,140
남자,55,결혼,없슴,183
남자,55,결혼,있슴,148
남자,55,결혼,있슴,161
남자,55,결혼,없슴,155
남자,55,결혼,있슴,188
남자,55,결혼,없슴,150
남자,55,결혼,있슴,105
남자,55,결혼,있슴,159
남자,55,결혼,없슴,195
남자,55,결혼,없슴,154
남자,55,결혼,없슴,189
남자,55,결혼,있슴,177
남자,55,결혼,있슴,144
남자,55,결혼,있슴,124
남자,55,결혼,없슴,175
남자,55,결혼,있슴,157
남자,55,미혼,없슴,129
남자,55,미혼,없슴,199
남자,55,미혼,있슴,117
남자,55,미혼,없슴,102
남자,55,미혼,없슴,157
남자,55,미혼,없슴,110
남자,55,미혼,있슴,144
남자,55,미혼,있슴,130
남자,55,미혼,있슴,176
남자,55,미혼,없슴,121
남자,55,미혼,있슴,174
남자,55,미혼,없슴,179
남자,55,미혼,있슴,158
남자,55,미혼,없슴,186
남자,55,미혼,있슴,133
남자,55,미혼,있슴,177
남자,55,미혼,있슴,160
남자,55,미혼,없슴,115
남자,55,미혼,없슴,182
남자,55,미혼,없슴,111
남자,55,미혼,없슴,187
남자,55,미혼,있슴,135
남자,55,미혼,없슴,110
남자,55,미혼,없슴,128
남자,55,미혼,있슴,157
남자,55,미혼,있슴,176
남자,55,미혼,없슴,179
남자,55,미혼,없슴,156
남자,55,미혼,없슴,100
남자,55,미혼,없슴,186
남자,55,미혼,없슴,193
남자,55,미혼,있슴,127
남자,55,미혼,있슴,119
남자,55,미혼,있슴,172
남자,55,미혼,없슴,160
남자,55,미혼,없슴,153
남자,55,미혼,없슴,143
남자,55,미혼,있슴,151
남자,55,미혼,없슴,183
남자,55,미혼,있슴,100
남자,55,미혼,없슴,120
남자,55,미혼,없슴,121
남자,55,미혼,있슴,112
남자,55,미혼,있슴,174
남자,55,미혼,없슴,172
남자,55,미혼,없슴,155
남자,55,미혼,없슴,124
남자,55,미혼,있슴,162
남자,55,미혼,없슴,138
남자,55,미혼,있슴,149
남자,55,미혼,없슴,187
남자,55,미혼,없슴,118
남자,55,미혼,있슴,106
남자,55,미혼,없슴,160
남자,55,미혼,없슴,179
남자,55,미혼,있슴,176
남자,55,미혼,있슴,157
남자,55,미혼,있슴,195
남자,55,미혼,없슴,150
남자,55,미혼,없슴,102
남자,55,미혼,있슴,109
남자,55,미혼,있슴,124
남자,55,미혼,있슴,194
남자,55,미혼,있슴,118
남자,55,미혼,없슴,156
남자,55,미혼,없슴,134
남자,55,미혼,없슴,135
남자,55,미혼,있슴,149
남자,55,미혼,없슴,157
남자,55,미혼,있슴,139
남자,55,미혼,있슴,101
남자,55,미혼,없슴,134
남자,55,미혼,있슴,141
남자,55,미혼,없슴,180
남자,55,미혼,없슴,168
남자,55,미혼,없슴,118
남자,55,미혼,있슴,169
남자,55,미혼,있슴,164
남자,55,미혼,있슴,167
남자,55,미혼,없슴,138
남자,55,미혼,없슴,149
남자,55,미혼,없슴,139
남자,55,미혼,없슴,190
남자,55,미혼,없슴,167
남자,55,미혼,있슴,110
남자,55,미혼,없슴,151
남자,55,미혼,있슴,174
남자,55,미혼,없슴,139
남자,55,미혼,없슴,125
남자,55,미혼,없슴,114
남자,55,미혼,없슴,104
남자,55,미혼,없슴,106
남자,55,미혼,없슴,189
남자,55,미혼,없슴,132
남자,55,미혼,없슴,145
남자,55,미혼,있슴,134
