성별,생일,결혼 유무,종교 유무,직업 코드,소득,지역구,나이,직업,연령대
남성,1974,결혼,있슴,873.0,381.8,수도권,47,자동차 운전원,중년
남성,1960,결혼,있슴,873.0,157.2,수도권,61,자동차 운전원,노년
남성,1973,결혼,없슴,873.0,207.0,수도권,48,자동차 운전원,중년
남성,1970,무응답,없슴,873.0,145.0,수도권,51,자동차 운전원,중년
남성,1965,결혼,있슴,873.0,241.61901596892534,수도권,56,자동차 운전원,중년
남성,1955,결혼,없슴,873.0,200.0,수도권,66,자동차 운전원,노년
남성,1952,결혼,있슴,873.0,241.61901596892534,수도권,69,자동차 운전원,노년
남성,1956,결혼,없슴,873.0,380.0,수도권,65,자동차 운전원,노년
남성,1971,결혼,없슴,873.0,241.61901596892534,수도권,50,자동차 운전원,중년
남성,1959,결혼,없슴,873.0,310.4,수도권,62,자동차 운전원,노년
남성,1980,결혼,없슴,873.0,253.3,강원/충북,41,자동차 운전원,중년
남성,1964,결혼,없슴,873.0,356.0,수도권,57,자동차 운전원,중년
남성,1953,결혼,없슴,873.0,150.0,수도권,68,자동차 운전원,노년
남성,1961,이혼,없슴,873.0,110.0,수도권,60,자동차 운전원,노년
남성,1964,결혼,없슴,873.0,241.61901596892534,수도권,57,자동차 운전원,중년
남성,1955,결혼,없슴,873.0,260.0,수도권,66,자동차 운전원,노년
남성,1966,결혼,있슴,873.0,241.61901596892534,부산/경남/울산,55,자동차 운전원,중년
남성,1949,결혼,없슴,873.0,241.61901596892534,수도권,72,자동차 운전원,노년
남성,1960,결혼,없슴,873.0,195.0,수도권,61,자동차 운전원,노년
남성,1961,결혼,없슴,873.0,275.4,수도권,60,자동차 운전원,노년
여성,1960,결혼,있슴,873.0,241.61901596892534,수도권,61,자동차 운전원,노년
남성,1954,이혼,있슴,873.0,241.61901596892534,수도권,67,자동차 운전원,노년
남성,1963,결혼,없슴,873.0,241.61901596892534,수도권,58,자동차 운전원,중년
남성,1944,무응답,없슴,873.0,241.61901596892534,수도권,77,자동차 운전원,노년
남성,1969,결혼,있슴,873.0,318.3,수도권,52,자동차 운전원,중년
남성,1975,결혼,없슴,873.0,241.61901596892534,수도권,46,자동차 운전원,중년
남성,1956,결혼,없슴,873.0,160.0,수도권,65,자동차 운전원,노년
남성,1942,결혼,없슴,873.0,241.61901596892534,수도권,79,자동차 운전원,노년
남성,1958,결혼,있슴,873.0,180.0,수도권,63,자동차 운전원,노년
남성,1971,결혼,없슴,873.0,320.0,수도권,50,자동차 운전원,중년
남성,1970,결혼,있슴,873.0,315.3,수도권,51,자동차 운전원,중년
남성,1964,결혼,없슴,873.0,150.0,수도권,57,자동차 운전원,중년
남성,1978,결혼,있슴,873.0,241.61901596892534,수도권,43,자동차 운전원,중년
남성,1976,무응답,있슴,873.0,358.0,수도권,45,자동차 운전원,중년
남성,1955,결혼,없슴,873.0,241.61901596892534,수도권,66,자동차 운전원,노년
남성,1963,결혼,없슴,873.0,359.4,수도권,58,자동차 운전원,중년
남성,1964,결혼,없슴,873.0,307.2,수도권,57,자동차 운전원,중년
남성,1950,결혼,있슴,873.0,241.61901596892534,서울,71,자동차 운전원,노년
남성,1964,결혼,없슴,873.0,241.61901596892534,강원/충북,57,자동차 운전원,중년
남성,1946,결혼,있슴,873.0,241.61901596892534,강원/충북,75,자동차 운전원,노년
남성,1970,이혼,없슴,873.0,180.0,수도권,51,자동차 운전원,중년
남성,1967,무응답,있슴,873.0,150.0,강원/충북,54,자동차 운전원,중년
남성,1963,결혼,있슴,873.0,217.58,강원/충북,58,자동차 운전원,중년
남성,1966,이혼,있슴,873.0,127.5,강원/충북,55,자동차 운전원,중년
남성,1963,결혼,없슴,873.0,241.61901596892534,강원/충북,58,자동차 운전원,중년
남성,1956,결혼,없슴,873.0,150.0,강원/충북,65,자동차 운전원,노년
남성,1970,결혼,없슴,873.0,241.61901596892534,대전/충남,51,자동차 운전원,중년
남성,1940,결혼,없슴,873.0,241.61901596892534,대전/충남,81,자동차 운전원,노년
남성,1961,결혼,없슴,873.0,257.5,광주/전남/전북/제주도,60,자동차 운전원,노년
남성,1941,결혼,있슴,873.0,162.0,광주/전남/전북/제주도,80,자동차 운전원,노년
남성,1945,결혼,없슴,873.0,241.61901596892534,대전/충남,76,자동차 운전원,노년
남성,1980,결혼,없슴,873.0,241.61901596892534,대전/충남,41,자동차 운전원,중년
남성,1970,결혼,없슴,873.0,241.61901596892534,대전/충남,51,자동차 운전원,중년
남성,1945,결혼,없슴,873.0,241.61901596892534,광주/전남/전북/제주도,76,자동차 운전원,노년
남성,1963,결혼,있슴,873.0,156.0,광주/전남/전북/제주도,58,자동차 운전원,중년
남성,1968,결혼,없슴,873.0,241.61901596892534,광주/전남/전북/제주도,53,자동차 운전원,중년
남성,1960,결혼,없슴,873.0,232.3,광주/전남/전북/제주도,61,자동차 운전원,노년
남성,1957,결혼,없슴,873.0,241.61901596892534,광주/전남/전북/제주도,64,자동차 운전원,노년
남성,1961,결혼,있슴,873.0,253.5,광주/전남/전북/제주도,60,자동차 운전원,노년
남성,1964,결혼,있슴,873.0,241.61901596892534,광주/전남/전북/제주도,57,자동차 운전원,중년
남성,1981,결혼,없슴,873.0,180.4,광주/전남/전북/제주도,40,자동차 운전원,중년
남성,1967,결혼,없슴,873.0,190.0,광주/전남/전북/제주도,54,자동차 운전원,중년
남성,1959,결혼,있슴,873.0,433.0,광주/전남/전북/제주도,62,자동차 운전원,노년
남성,1957,결혼,없슴,873.0,241.61901596892534,광주/전남/전북/제주도,64,자동차 운전원,노년
남성,1990,무응답,없슴,873.0,129.0,광주/전남/전북/제주도,31,자동차 운전원,중년
남성,1946,결혼,있슴,873.0,241.61901596892534,광주/전남/전북/제주도,75,자동차 운전원,노년
남성,1963,결혼,없슴,873.0,241.61901596892534,광주/전남/전북/제주도,58,자동차 운전원,중년
남성,1979,이혼,없슴,873.0,214.0,수도권,42,자동차 운전원,중년
남성,1964,결혼,있슴,873.0,241.61901596892534,광주/전남/전북/제주도,57,자동차 운전원,중년
남성,1969,결혼,있슴,873.0,241.61901596892534,광주/전남/전북/제주도,52,자동차 운전원,중년
남성,1963,이혼,없슴,873.0,241.61901596892534,서울,58,자동차 운전원,중년
남성,1952,결혼,있슴,873.0,258.0,광주/전남/전북/제주도,69,자동차 운전원,노년
남성,1980,결혼,없슴,873.0,325.3,광주/전남/전북/제주도,41,자동차 운전원,중년
남성,1968,결혼,없슴,873.0,241.61901596892534,대구/경북,53,자동차 운전원,중년
남성,1962,이혼,있슴,873.0,265.0,대구/경북,59,자동차 운전원,중년
남성,1952,이혼,없슴,873.0,212.0,대구/경북,69,자동차 운전원,노년
남성,1958,결혼,없슴,873.0,259.2,대구/경북,63,자동차 운전원,노년
남성,1963,결혼,있슴,873.0,180.0,대구/경북,58,자동차 운전원,중년
남성,1964,결혼,없슴,873.0,60.0,대구/경북,57,자동차 운전원,중년
남성,1975,결혼,없슴,873.0,260.0,대구/경북,46,자동차 운전원,중년
남성,1962,결혼,있슴,873.0,487.0,부산/경남/울산,59,자동차 운전원,중년
남성,1959,결혼,있슴,873.0,416.6,부산/경남/울산,62,자동차 운전원,노년
남성,1957,결혼,있슴,873.0,160.0,부산/경남/울산,64,자동차 운전원,노년
남성,1958,결혼,있슴,873.0,203.0,부산/경남/울산,63,자동차 운전원,노년
남성,1960,결혼,있슴,873.0,241.61901596892534,부산/경남/울산,61,자동차 운전원,노년
남성,1964,결혼,있슴,873.0,241.61901596892534,부산/경남/울산,57,자동차 운전원,중년
남성,1956,결혼,있슴,873.0,167.0,부산/경남/울산,65,자동차 운전원,노년
남성,1952,결혼,없슴,873.0,60.0,부산/경남/울산,69,자동차 운전원,노년
남성,1953,결혼,있슴,873.0,54.0,부산/경남/울산,68,자동차 운전원,노년
남성,1960,결혼,있슴,873.0,80.0,부산/경남/울산,61,자동차 운전원,노년
남성,1973,결혼,없슴,873.0,140.0,광주/전남/전북/제주도,48,자동차 운전원,중년
남성,1957,결혼,있슴,873.0,250.0,광주/전남/전북/제주도,64,자동차 운전원,노년
남성,1973,이혼,없슴,873.0,197.0,광주/전남/전북/제주도,48,자동차 운전원,중년
남성,1941,결혼,있슴,873.0,241.61901596892534,광주/전남/전북/제주도,80,자동차 운전원,노년
남성,1954,무응답,있슴,873.0,165.0,수도권,67,자동차 운전원,노년
남성,1958,결혼,있슴,873.0,351.0,수도권,63,자동차 운전원,노년
남성,1969,결혼,있슴,873.0,264.5,대전/충남,52,자동차 운전원,중년
남성,1975,무응답,없슴,873.0,241.61901596892534,대전/충남,46,자동차 운전원,중년
남성,1955,결혼,없슴,873.0,241.61901596892534,수도권,66,자동차 운전원,노년
남성,1974,결혼,없슴,873.0,314.1,부산/경남/울산,47,자동차 운전원,중년
남성,1979,결혼,없슴,873.0,330.6,부산/경남/울산,42,자동차 운전원,중년
남성,1976,결혼,없슴,873.0,431.0,부산/경남/울산,45,자동차 운전원,중년
남성,1956,결혼,없슴,873.0,241.61901596892534,수도권,65,자동차 운전원,노년
여성,1964,결혼,없슴,873.0,241.61901596892534,수도권,57,자동차 운전원,중년
남성,1963,결혼,없슴,873.0,247.0,수도권,58,자동차 운전원,중년
남성,1966,결혼,있슴,873.0,374.9,수도권,55,자동차 운전원,중년
남성,1941,결혼,있슴,873.0,241.61901596892534,광주/전남/전북/제주도,80,자동차 운전원,노년
남성,1965,결혼,있슴,873.0,301.6,광주/전남/전북/제주도,56,자동차 운전원,중년
남성,1955,결혼,있슴,873.0,241.61901596892534,광주/전남/전북/제주도,66,자동차 운전원,노년
여성,1975,결혼,있슴,873.0,40.0,광주/전남/전북/제주도,46,자동차 운전원,중년
남성,1967,결혼,없슴,873.0,241.61901596892534,광주/전남/전북/제주도,54,자동차 운전원,중년
남성,1965,결혼,없슴,873.0,241.61901596892534,광주/전남/전북/제주도,56,자동차 운전원,중년
남성,1951,결혼,있슴,873.0,241.61901596892534,부산/경남/울산,70,자동차 운전원,노년
남성,1955,결혼,없슴,873.0,241.61901596892534,부산/경남/울산,66,자동차 운전원,노년
남성,1963,결혼,없슴,873.0,241.61901596892534,수도권,58,자동차 운전원,중년
남성,1954,결혼,있슴,873.0,241.61901596892534,부산/경남/울산,67,자동차 운전원,노년
남성,1947,결혼,있슴,873.0,241.61901596892534,수도권,74,자동차 운전원,노년
여성,1970,결혼,없슴,873.0,80.8,대구/경북,51,자동차 운전원,중년
남성,1952,결혼,있슴,873.0,241.61901596892534,광주/전남/전북/제주도,69,자동차 운전원,노년
남성,1982,결혼,있슴,873.0,310.8,광주/전남/전북/제주도,39,자동차 운전원,중년
남성,1988,무응답,있슴,873.0,180.0,광주/전남/전북/제주도,33,자동차 운전원,중년
남성,1959,결혼,있슴,873.0,241.61901596892534,수도권,62,자동차 운전원,노년
남성,1961,결혼,없슴,873.0,145.0,광주/전남/전북/제주도,60,자동차 운전원,노년
남성,1970,결혼,없슴,873.0,282.0,대구/경북,51,자동차 운전원,중년
남성,1955,결혼,있슴,873.0,241.61901596892534,광주/전남/전북/제주도,66,자동차 운전원,노년
남성,1962,결혼,있슴,873.0,241.61901596892534,광주/전남/전북/제주도,59,자동차 운전원,중년
남성,1975,이혼,있슴,873.0,241.61901596892534,수도권,46,자동차 운전원,중년
남성,1966,결혼,있슴,873.0,220.0,서울,55,자동차 운전원,중년
남성,1960,무응답,있슴,873.0,241.61901596892534,광주/전남/전북/제주도,61,자동차 운전원,노년
남성,1956,이혼,없슴,873.0,242.5,수도권,65,자동차 운전원,노년
남성,1964,결혼,없슴,873.0,356.7,수도권,57,자동차 운전원,중년
남성,1949,이혼,없슴,873.0,241.61901596892534,수도권,72,자동차 운전원,노년
남성,1964,결혼,있슴,873.0,115.3,대구/경북,57,자동차 운전원,중년
남성,1942,결혼,없슴,873.0,241.61901596892534,대구/경북,79,자동차 운전원,노년
남성,1958,결혼,없슴,873.0,176.3,부산/경남/울산,63,자동차 운전원,노년
남성,1934,결혼,있슴,873.0,241.61901596892534,부산/경남/울산,87,자동차 운전원,노년
남성,1947,결혼,없슴,873.0,241.61901596892534,부산/경남/울산,74,자동차 운전원,노년
남성,1961,결혼,있슴,873.0,150.0,대구/경북,60,자동차 운전원,노년
남성,1961,결혼,없슴,873.0,300.1,대구/경북,60,자동차 운전원,노년
남성,1941,결혼,없슴,873.0,241.61901596892534,부산/경남/울산,80,자동차 운전원,노년
남성,1970,결혼,없슴,873.0,272.5,서울,51,자동차 운전원,중년
남성,1964,결혼,있슴,873.0,241.61901596892534,대구/경북,57,자동차 운전원,중년
남성,1958,결혼,없슴,873.0,152.0,대구/경북,63,자동차 운전원,노년
남성,1962,무응답,있슴,873.0,241.61901596892534,수도권,59,자동차 운전원,중년
남성,1951,결혼,없슴,873.0,241.61901596892534,수도권,70,자동차 운전원,노년
남성,1942,결혼,있슴,873.0,241.61901596892534,대구/경북,79,자동차 운전원,노년
남성,1957,결혼,있슴,873.0,300.7,대전/충남,64,자동차 운전원,노년
남성,1945,결혼,없슴,873.0,241.61901596892534,대전/충남,76,자동차 운전원,노년
남성,1958,이혼,없슴,873.0,110.0,강원/충북,63,자동차 운전원,노년
남성,1952,결혼,없슴,873.0,241.61901596892534,강원/충북,69,자동차 운전원,노년
여성,1978,결혼,있슴,873.0,40.0,강원/충북,43,자동차 운전원,중년
남성,1956,결혼,있슴,873.0,241.61901596892534,강원/충북,65,자동차 운전원,노년
남성,1948,결혼,있슴,873.0,102.5,강원/충북,73,자동차 운전원,노년
남성,1942,결혼,있슴,873.0,75.0,강원/충북,79,자동차 운전원,노년
남성,1956,이혼,있슴,873.0,162.0,강원/충북,65,자동차 운전원,노년
남성,1966,결혼,있슴,873.0,188.0,강원/충북,55,자동차 운전원,중년
여성,1974,결혼,있슴,320.0,417.0,서울,47,금융 및 보험관련 사무 종사자,중년
여성,1983,결혼,없슴,320.0,0.0,수도권,38,금융 및 보험관련 사무 종사자,중년
여성,1979,결혼,없슴,320.0,130.0,서울,42,금융 및 보험관련 사무 종사자,중년
여성,1984,무응답,없슴,320.0,254.16,서울,37,금융 및 보험관련 사무 종사자,중년
여성,1987,무응답,없슴,320.0,318.33,서울,34,금융 및 보험관련 사무 종사자,중년
남성,1978,무응답,없슴,320.0,600.0,서울,43,금융 및 보험관련 사무 종사자,중년
여성,1995,무응답,없슴,320.0,258.3,대전/충남,26,금융 및 보험관련 사무 종사자,청년
여성,1975,무응답,있슴,320.0,333.0,서울,46,금융 및 보험관련 사무 종사자,중년
여성,1978,결혼,있슴,320.0,301.0,서울,43,금융 및 보험관련 사무 종사자,중년
여성,1981,무응답,없슴,320.0,458.3,서울,40,금융 및 보험관련 사무 종사자,중년
남성,1967,결혼,있슴,320.0,833.3,서울,54,금융 및 보험관련 사무 종사자,중년
남성,1968,결혼,없슴,320.0,896.7,서울,53,금융 및 보험관련 사무 종사자,중년
여성,1976,결혼,없슴,320.0,750.0,서울,45,금융 및 보험관련 사무 종사자,중년
남성,1972,결혼,없슴,320.0,898.0,수도권,49,금융 및 보험관련 사무 종사자,중년
여성,1982,결혼,없슴,320.0,0.0,수도권,39,금융 및 보험관련 사무 종사자,중년
남성,1963,결혼,없슴,320.0,916.7,서울,58,금융 및 보험관련 사무 종사자,중년
여성,1973,결혼,있슴,320.0,158.0,부산/경남/울산,48,금융 및 보험관련 사무 종사자,중년
여성,1986,결혼,없슴,320.0,250.0,대구/경북,35,금융 및 보험관련 사무 종사자,중년
남성,1991,무응답,없슴,320.0,170.0,대구/경북,30,금융 및 보험관련 사무 종사자,중년
여성,1980,결혼,없슴,320.0,300.0,수도권,41,금융 및 보험관련 사무 종사자,중년
여성,1982,무응답,없슴,320.0,270.0,수도권,39,금융 및 보험관련 사무 종사자,중년
남성,1954,결혼,없슴,320.0,100.0,수도권,67,금융 및 보험관련 사무 종사자,노년
여성,1977,이혼,없슴,320.0,100.0,서울,44,금융 및 보험관련 사무 종사자,중년
여성,1985,무응답,있슴,320.0,130.0,광주/전남/전북/제주도,36,금융 및 보험관련 사무 종사자,중년
남성,1955,결혼,없슴,320.0,250.0,광주/전남/전북/제주도,66,금융 및 보험관련 사무 종사자,노년
남성,1980,무응답,없슴,320.0,115.0,광주/전남/전북/제주도,41,금융 및 보험관련 사무 종사자,중년
여성,1985,결혼,없슴,320.0,291.7,대전/충남,36,금융 및 보험관련 사무 종사자,중년
남성,1971,결혼,없슴,320.0,362.0,대전/충남,50,금융 및 보험관련 사무 종사자,중년
여성,1973,결혼,있슴,320.0,308.3,대전/충남,48,금융 및 보험관련 사무 종사자,중년
남성,1966,결혼,없슴,320.0,1000.0,대전/충남,55,금융 및 보험관련 사무 종사자,중년
남성,1982,무응답,없슴,320.0,266.7,서울,39,금융 및 보험관련 사무 종사자,중년
남성,1971,결혼,없슴,320.0,758.3,대전/충남,50,금융 및 보험관련 사무 종사자,중년
여성,1973,결혼,없슴,320.0,117.0,수도권,48,금융 및 보험관련 사무 종사자,중년
여성,1976,결혼,없슴,320.0,458.3,수도권,45,금융 및 보험관련 사무 종사자,중년
남성,1965,결혼,있슴,320.0,750.0,수도권,56,금융 및 보험관련 사무 종사자,중년
여성,1978,무응답,없슴,320.0,500.0,수도권,43,금융 및 보험관련 사무 종사자,중년
여성,1984,무응답,있슴,320.0,180.0,강원/충북,37,금융 및 보험관련 사무 종사자,중년
남성,1977,결혼,없슴,320.0,458.3,강원/충북,44,금융 및 보험관련 사무 종사자,중년
남성,1980,결혼,없슴,320.0,391.6,강원/충북,41,금융 및 보험관련 사무 종사자,중년
여성,1968,결혼,있슴,320.0,525.0,강원/충북,53,금융 및 보험관련 사무 종사자,중년
여성,1985,무응답,있슴,320.0,408.0,서울,36,금융 및 보험관련 사무 종사자,중년
남성,1972,결혼,있슴,320.0,605.57,대전/충남,49,금융 및 보험관련 사무 종사자,중년
여성,1976,결혼,있슴,320.0,497.19,대전/충남,45,금융 및 보험관련 사무 종사자,중년
여성,1985,결혼,없슴,320.0,320.0,수도권,36,금융 및 보험관련 사무 종사자,중년
여성,1966,결혼,있슴,320.0,208.33,광주/전남/전북/제주도,55,금융 및 보험관련 사무 종사자,중년
남성,1967,결혼,없슴,320.0,407.2,광주/전남/전북/제주도,54,금융 및 보험관련 사무 종사자,중년
남성,1961,결혼,없슴,320.0,670.8,광주/전남/전북/제주도,60,금융 및 보험관련 사무 종사자,노년
여성,1968,결혼,있슴,320.0,128.3,광주/전남/전북/제주도,53,금융 및 보험관련 사무 종사자,중년
여성,1979,결혼,없슴,320.0,416.6,광주/전남/전북/제주도,42,금융 및 보험관련 사무 종사자,중년
여성,1977,결혼,없슴,320.0,96.6,광주/전남/전북/제주도,44,금융 및 보험관련 사무 종사자,중년
남성,1979,결혼,없슴,320.0,446.7,광주/전남/전북/제주도,42,금융 및 보험관련 사무 종사자,중년
여성,1981,결혼,없슴,320.0,266.7,대구/경북,40,금융 및 보험관련 사무 종사자,중년
여성,1983,결혼,없슴,320.0,304.6,대전/충남,38,금융 및 보험관련 사무 종사자,중년
남성,1986,무응답,없슴,320.0,467.6,대구/경북,35,금융 및 보험관련 사무 종사자,중년
남성,1989,무응답,없슴,320.0,349.0,부산/경남/울산,32,금융 및 보험관련 사무 종사자,중년
남성,1960,결혼,있슴,320.0,755.0,부산/경남/울산,61,금융 및 보험관련 사무 종사자,노년
남성,1968,결혼,있슴,320.0,820.8,부산/경남/울산,53,금융 및 보험관련 사무 종사자,중년
남성,1974,결혼,없슴,320.0,808.3,수도권,47,금융 및 보험관련 사무 종사자,중년
여성,1985,무응답,있슴,320.0,458.3,부산/경남/울산,36,금융 및 보험관련 사무 종사자,중년
여성,1987,결혼,없슴,320.0,292.0,부산/경남/울산,34,금융 및 보험관련 사무 종사자,중년
여성,1983,결혼,없슴,320.0,291.7,부산/경남/울산,38,금융 및 보험관련 사무 종사자,중년
여성,1989,무응답,있슴,320.0,200.0,부산/경남/울산,32,금융 및 보험관련 사무 종사자,중년
남성,1961,결혼,없슴,320.0,464.2,부산/경남/울산,60,금융 및 보험관련 사무 종사자,노년
남성,1982,결혼,없슴,320.0,419.2,부산/경남/울산,39,금융 및 보험관련 사무 종사자,중년
여성,1983,무응답,없슴,320.0,241.0,광주/전남/전북/제주도,38,금융 및 보험관련 사무 종사자,중년
여성,1979,결혼,있슴,320.0,416.6,서울,42,금융 및 보험관련 사무 종사자,중년
남성,1959,결혼,있슴,320.0,338.1,서울,62,금융 및 보험관련 사무 종사자,노년
남성,1969,무응답,있슴,320.0,505.8,서울,52,금융 및 보험관련 사무 종사자,중년
남성,1983,결혼,없슴,320.0,650.0,수도권,38,금융 및 보험관련 사무 종사자,중년
여성,1983,결혼,없슴,320.0,223.3,수도권,38,금융 및 보험관련 사무 종사자,중년
여성,1970,결혼,없슴,320.0,433.3,광주/전남/전북/제주도,51,금융 및 보험관련 사무 종사자,중년
남성,1977,결혼,없슴,320.0,685.8,대구/경북,44,금융 및 보험관련 사무 종사자,중년
남성,1972,결혼,없슴,320.0,916.7,부산/경남/울산,49,금융 및 보험관련 사무 종사자,중년
남성,1984,무응답,없슴,320.0,286.7,수도권,37,금융 및 보험관련 사무 종사자,중년
여성,1978,무응답,있슴,320.0,153.3,대구/경북,43,금융 및 보험관련 사무 종사자,중년
남성,1980,무응답,없슴,952.0,150.0,서울,41,음식관련 단순 종사원,중년
여성,1964,결혼,있슴,952.0,192.0,서울,57,음식관련 단순 종사원,중년
여성,1962,결혼,있슴,952.0,126.0,서울,59,음식관련 단순 종사원,중년
남성,1968,무응답,있슴,952.0,85.42,서울,53,음식관련 단순 종사원,중년
남성,1995,무응답,없슴,952.0,92.0,서울,26,음식관련 단순 종사원,청년
여성,1959,결혼,없슴,952.0,241.61901596892534,서울,62,음식관련 단순 종사원,노년
여성,1965,결혼,없슴,952.0,241.61901596892534,서울,56,음식관련 단순 종사원,중년
여성,1954,무응답,있슴,952.0,75.75,서울,67,음식관련 단순 종사원,노년
여성,1952,이혼,있슴,952.0,134.4,서울,69,음식관련 단순 종사원,노년
여성,1944,결혼,있슴,952.0,20.0,서울,77,음식관련 단순 종사원,노년
여성,1989,무응답,없슴,952.0,60.0,서울,32,음식관련 단순 종사원,중년
남성,1990,무응답,없슴,952.0,241.61901596892534,서울,31,음식관련 단순 종사원,중년
여성,1975,결혼,없슴,952.0,83.0,서울,46,음식관련 단순 종사원,중년
여성,1989,무응답,있슴,952.0,40.0,서울,32,음식관련 단순 종사원,중년
여성,1949,무응답,있슴,952.0,60.6,강원/충북,72,음식관련 단순 종사원,노년
남성,1967,결혼,있슴,952.0,241.61901596892534,서울,54,음식관련 단순 종사원,중년
여성,1970,결혼,있슴,952.0,158.8,서울,51,음식관련 단순 종사원,중년
여성,1991,무응답,없슴,952.0,129.6,서울,30,음식관련 단순 종사원,중년
여성,1948,무응답,없슴,952.0,180.0,서울,73,음식관련 단순 종사원,노년
여성,1964,결혼,없슴,952.0,108.0,서울,57,음식관련 단순 종사원,중년
여성,1958,결혼,있슴,952.0,115.0,서울,63,음식관련 단순 종사원,노년
남성,1988,무응답,없슴,952.0,300.0,서울,33,음식관련 단순 종사원,중년
여성,1963,결혼,없슴,952.0,58.0,서울,58,음식관련 단순 종사원,중년
남성,1991,무응답,있슴,952.0,185.0,서울,30,음식관련 단순 종사원,중년
여성,1994,무응답,있슴,952.0,241.61901596892534,부산/경남/울산,27,음식관련 단순 종사원,청년
여성,1967,무응답,있슴,952.0,127.7,부산/경남/울산,54,음식관련 단순 종사원,중년
여성,1974,이혼,있슴,952.0,241.61901596892534,부산/경남/울산,47,음식관련 단순 종사원,중년
남성,1993,무응답,없슴,952.0,241.61901596892534,부산/경남/울산,28,음식관련 단순 종사원,청년
여성,1969,결혼,없슴,952.0,128.0,부산/경남/울산,52,음식관련 단순 종사원,중년
여성,1957,이혼,있슴,952.0,241.61901596892534,부산/경남/울산,64,음식관련 단순 종사원,노년
여성,1946,무응답,있슴,952.0,54.0,부산/경남/울산,75,음식관련 단순 종사원,노년
여성,1955,이혼,있슴,952.0,241.61901596892534,대구/경북,66,음식관련 단순 종사원,노년
남성,1955,결혼,있슴,952.0,241.61901596892534,대구/경북,66,음식관련 단순 종사원,노년
여성,1949,무응답,있슴,952.0,20.0,대구/경북,72,음식관련 단순 종사원,노년
여성,1956,결혼,있슴,952.0,241.61901596892534,대구/경북,65,음식관련 단순 종사원,노년
여성,1958,결혼,없슴,952.0,241.61901596892534,대구/경북,63,음식관련 단순 종사원,노년
여성,1957,이혼,있슴,952.0,93.0,대구/경북,64,음식관련 단순 종사원,노년
여성,1979,이혼,없슴,952.0,159.0,대구/경북,42,음식관련 단순 종사원,중년
여성,1959,결혼,있슴,952.0,113.7,대구/경북,62,음식관련 단순 종사원,노년
여성,1970,결혼,없슴,952.0,112.0,수도권,51,음식관련 단순 종사원,중년
여성,1964,결혼,있슴,952.0,88.0,수도권,57,음식관련 단순 종사원,중년
여성,1967,결혼,없슴,952.0,208.3,수도권,54,음식관련 단순 종사원,중년
여성,1948,무응답,없슴,952.0,241.61901596892534,수도권,73,음식관련 단순 종사원,노년
여성,1956,결혼,있슴,952.0,112.8,광주/전남/전북/제주도,65,음식관련 단순 종사원,노년
여성,1960,결혼,없슴,952.0,171.6,광주/전남/전북/제주도,61,음식관련 단순 종사원,노년
여성,1962,결혼,있슴,952.0,241.61901596892534,대전/충남,59,음식관련 단순 종사원,중년
여성,1961,이혼,있슴,952.0,88.0,대전/충남,60,음식관련 단순 종사원,노년
여성,1973,결혼,있슴,952.0,30.0,대전/충남,48,음식관련 단순 종사원,중년
여성,1962,결혼,있슴,952.0,145.0,대전/충남,59,음식관련 단순 종사원,중년
남성,1936,결혼,있슴,952.0,20.0,부산/경남/울산,85,음식관련 단순 종사원,노년
여성,1957,이혼,없슴,952.0,94.0,부산/경남/울산,64,음식관련 단순 종사원,노년
여성,1966,결혼,있슴,952.0,109.0,부산/경남/울산,55,음식관련 단순 종사원,중년
여성,1964,결혼,없슴,952.0,135.0,수도권,57,음식관련 단순 종사원,중년
남성,1996,무응답,없슴,952.0,241.61901596892534,수도권,25,음식관련 단순 종사원,청년
여성,1995,무응답,없슴,952.0,241.61901596892534,수도권,26,음식관련 단순 종사원,청년
여성,1978,결혼,없슴,952.0,50.0,수도권,43,음식관련 단순 종사원,중년
여성,1937,무응답,있슴,952.0,20.0,수도권,84,음식관련 단순 종사원,노년
남성,1982,무응답,있슴,952.0,151.8,수도권,39,음식관련 단순 종사원,중년
여성,1950,결혼,없슴,952.0,112.0,수도권,71,음식관련 단순 종사원,노년
여성,1960,결혼,없슴,952.0,137.8,수도권,61,음식관련 단순 종사원,노년
남성,1996,무응답,없슴,952.0,241.61901596892534,수도권,25,음식관련 단순 종사원,청년
여성,1962,결혼,있슴,952.0,148.0,수도권,59,음식관련 단순 종사원,중년
여성,1974,결혼,있슴,952.0,137.0,수도권,47,음식관련 단순 종사원,중년
남성,1960,결혼,있슴,952.0,187.0,수도권,61,음식관련 단순 종사원,노년
여성,1947,결혼,없슴,952.0,153.0,수도권,74,음식관련 단순 종사원,노년
여성,1965,결혼,있슴,952.0,170.4,대전/충남,56,음식관련 단순 종사원,중년
여성,1949,결혼,없슴,952.0,137.2,강원/충북,72,음식관련 단순 종사원,노년
여성,1946,무응답,있슴,952.0,20.0,강원/충북,75,음식관련 단순 종사원,노년
여성,1959,결혼,있슴,952.0,193.5,수도권,62,음식관련 단순 종사원,노년
남성,1994,무응답,있슴,952.0,118.6,강원/충북,27,음식관련 단순 종사원,청년
여성,1963,결혼,있슴,952.0,117.16,강원/충북,58,음식관련 단순 종사원,중년
여성,1973,결혼,없슴,952.0,241.61901596892534,대전/충남,48,음식관련 단순 종사원,중년
